# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
adenine and adenosine salvage III|PWY-6609|Adenine and Adenosine Salvage|Adenine-Adenosine-Salvage|0.27181762|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6609
sphingolipid recycling and degradation (yeast)|PWY-7119|||0.27846718|0.36363637|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7119
S-adenosyl-L-methionine cycle II|PWY-5041|S-adenosyl-L-methionine cycle|S-adenosyl-L-methionine-cycle|0.27947152|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5041
D-myo-inositol (1,4,5)-trisphosphate biosynthesis|PWY-6351|||0.29015258|1.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6351
fatty acid beta-oxidation II (peroxisome)|PWY-5136|||0.29118067|3.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5136
L-methionine degradation III|PWY-5082|L-methionine Degradation|METHIONINE-DEG|0.29333335|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5082
heme a biosynthesis|PWY-7856|||0.29333335|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7856
gliotoxin biosynthesis|PWY-7533|||0.29333335|1.8888888|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7533
L-phenylalanine degradation I (aerobic)|PHENYLALANINE-DEG1-PWY|L-phenylalanine Degradation|PHENYLALANINE-DEG|0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PHENYLALANINE-DEG1-PWY
protein S-nitrosylation and denitrosylation|PWY-7798|||0.29333335|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7798
oleate beta-oxidation (reductase-dependent, yeast)|PWY-7307|||0.29333335|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7307
10-cis-heptadecenoyl-CoA degradation (yeast)|PWY-7337|||0.29333335|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7337
10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)|PWY-7338|||0.29333335|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7338
L-arabinose degradation II|PWY-5515|L-arabinose Degradation|L-Arabinose-Degradation|0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5515
sphingomyelin metabolism|PWY3DJ-11281|||0.29333335|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3DJ-11281
ceramide degradation|PWY-6483|||0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6483
inosine 5'-phosphate degradation|PWY-5695|||0.29550713|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5695
sphingolipid biosynthesis (yeast)|SPHINGOLIPID-SYN-PWY|||0.30049047|3.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=SPHINGOLIPID-SYN-PWY
chitin degradation II (Vibrio)|PWY-6902|Chitin Degradation|Chitin-Degradation|0.32502013|1.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6902
propanoyl-CoA degradation II|PWY-7574|||0.33913246|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7574
2-methylcitrate cycle I|PWY0-42|2-Methylcitrate Cycle|Methyl-Citrate-Cycle|0.3503924|0.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-42
ergosterol biosynthesis I|PWY-6075|Ergosterol Biosynthesis|Ergosterol-Biosynthesis|0.35200003|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6075
[2Fe-2S] iron-sulfur cluster biosynthesis|PWY-7250|||0.35200003|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7250
3-phosphoinositide biosynthesis|PWY-6352|||0.36602995|0.875|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6352
L-isoleucine degradation II|PWY-5078|L-isoleucine Degradation|ISOLEUCINE-DEG|0.37471592|3.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5078
phospholipases|LIPASYN-PWY|||0.3815248|1.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LIPASYN-PWY
glycolysis III (from glucose)|ANAGLYCOLYSIS-PWY|Glycolysis|GLYCOLYSIS-VARIANTS|0.42210507|1.3|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=ANAGLYCOLYSIS-PWY
biotin-carboxyl carrier protein assembly|PWY0-1264|||0.4284563|0.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1264
phospholipid remodeling (phosphatidylcholine, yeast)|PWY-7416|Phosphatidylcholine Biosynthesis|PhosphatidylcholineBiosynthesis|0.4343796|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7416
glutathione-peroxide redox reactions|PWY-4081|||0.4343796|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4081
gamma-linolenate biosynthesis II (animals)|PWY-6000|gamma-Linolenate Biosynthesis|Gamma-linolenate-Biosynthesis|0.44000003|3.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6000
thioredoxin pathway|THIOREDOX-PWY|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=THIOREDOX-PWY
arsenate detoxification II (glutaredoxin)|PWY-4621|Arsenate Detoxification|Arsenate-Detoxification|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4621
glutaminyl-tRNAgln biosynthesis via transamidation|PWY-5921|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5921
fructose 2,6-bisphosphate biosynthesis|PWY66-423|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-423
NADH repair|PWY-6938|||0.44000003|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6938
oleate biosynthesis II (animals and fungi)|PWY-5996|Oleate Biosynthesis|Oleate-Biosynthesis|0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5996
L-homocysteine biosynthesis|PWY-5344|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5344
CMP phosphorylation|PWY-7205|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7205
pseudouridine degradation|PWY-6019|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6019
oleate beta-oxidation (isomerase-dependent, yeast)|PWY-7291|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7291
gluconeogenesis I|GLUCONEO-PWY|Gluconeogenesis|Gluconeogenesis|0.44188118|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUCONEO-PWY
L-tyrosine degradation I|TYRFUMCAT-PWY|L-tyrosine Degradation|TYROSINE-DEG|0.455655|1.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TYRFUMCAT-PWY
NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|PWY-7269|||0.45711413|3.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7269
protein N-glycosylation (eukaryotic, high mannose)|MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS|||0.46315795|4.4736843|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS
L-aspartate degradation II|MALATE-ASPARTATE-SHUTTLE-PWY|L-aspartate Degradation|ASPARTATE-DEG|0.46409202|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MALATE-ASPARTATE-SHUTTLE-PWY
glycine biosynthesis I|GLYSYN-PWY|Glycine Biosynthesis|GLYCINE-SYN|0.4663375|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYSYN-PWY
geranyl diphosphate biosynthesis|PWY-5122|||0.4663375|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5122
4-hydroxyphenylpyruvate biosynthesis|PWY-5886|||0.47150373|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5886
L-glutamine degradation I|GLUTAMINDEG-PWY|L-glutamine Degradation|GLUTAMINE-DEG|0.47150373|17.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMINDEG-PWY
urate conversion to allantoin I|PWY-5691|Urate Degradation|Urate-Degradation|0.47666666|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5691
D-mannose degradation|MANNCAT-PWY|||0.4784876|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MANNCAT-PWY
geranylgeranyl diphosphate biosynthesis|PWY-5120|||0.4784876|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5120
L-aspartate biosynthesis|ASPARTATESYN-PWY|L-aspartate Biosynthesis|ASPARTATE-SYN|0.4784876|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARTATESYN-PWY
L-aspartate degradation I|ASPARTATE-DEG1-PWY|L-aspartate Degradation|ASPARTATE-DEG|0.4784876|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARTATE-DEG1-PWY
pyridoxal 5'-phosphate salvage II (plants)|PWY-7204|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|0.4884711|1.1111112|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7204
purine deoxyribonucleosides degradation I|PWY-7179|||0.48850375|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7179
UDP-alpha-D-glucose biosynthesis I|PWY-7343|||0.48870832|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7343
purine ribonucleosides degradation|PWY0-1296|||0.49058524|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1296
pentose phosphate pathway (non-oxidative branch)|NONOXIPENT-PWY|Pentose Phosphate Pathways|Pentose-Phosphate-Cycle|0.49957672|1.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NONOXIPENT-PWY
acetate conversion to acetyl-CoA|PWY0-1313|||0.5027649|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1313
UDP-alpha-D-galactose biosynthesis|PWY-7344|||0.5027649|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7344
L-glutamine biosynthesis I|GLNSYN-PWY|Ammonia Assimilation|Ammonia-Assimilation|0.5027649|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLNSYN-PWY
L-alanine biosynthesis III|PWY0-1021|L-alanine Biosynthesis|ALANINE-SYN|0.5027649|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1021
phosphatidate biosynthesis (yeast)|PWY-7411|||0.52125555|1.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7411
L-malate degradation II|PWY-7686|(S)-Malate Degradation|L-Malate-Degradation|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7686
S-adenosyl-L-methionine biosynthesis|SAM-PWY|||0.5255707|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SAM-PWY
adenine and adenosine salvage I|P121-PWY|Adenine and Adenosine Salvage|Adenine-Adenosine-Salvage|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=P121-PWY
L-alanine degradation III|ALANINE-DEG3-PWY|L-alanine Degradation|ALANINE-DEG|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ALANINE-DEG3-PWY
L-alanine biosynthesis II|ALANINE-SYN2-PWY|L-alanine Biosynthesis|ALANINE-SYN|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ALANINE-SYN2-PWY
L-proline biosynthesis I|PROSYN-PWY|L-proline Biosynthesis|PROLINE-SYN|0.5255707|0.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PROSYN-PWY
L-glutamate degradation I|GLUTAMATE-DEG1-PWY|L-glutamate Degradation|GLUTAMATE-DEG|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMATE-DEG1-PWY
L-glutamate biosynthesis III|GLUTSYNIII-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.5255707|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTSYNIII-PWY
L-lysine degradation XI (mammalian)|LYSINE-DEG1-PWY|L-lysine Degradation|LYSINE-DEG|0.528|0.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LYSINE-DEG1-PWY
NAD salvage pathway I|PYRIDNUCSAL-PWY|NAD Biosynthesis|NAD-SYN|0.53087777|0.8333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRIDNUCSAL-PWY
glyoxylate cycle|GLYOXYLATE-BYPASS|||0.562339|2.3333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYOXYLATE-BYPASS
NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde|PWY-5653|NAD Biosynthesis|NAD-SYN|0.5650217|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5653
thiamine salvage III|PWY-6898|||0.5650466|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6898
long-chain fatty acid activation|PWY-5143|||0.5650466|6.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5143
formate oxidation to CO2|PWY-1881|||0.5650466|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1881
betaxanthin biosynthesis (via dopamine)|PWY-5403|||0.5650466|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5403
guanosine ribonucleotides de novo biosynthesis|PWY-7221|||0.56934106|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7221
flavin biosynthesis III (fungi)|PWY-6168|Flavin Biosynthesis|Flavin-Biosynthesis|0.572946|2.1111112|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6168
TCA cycle II (plants and fungi)|PWY-5690|TCA cycle|TCA-VARIANTS|0.57651144|2.3333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5690
L-carnitine biosynthesis|PWY-6100|||0.5775|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6100
pyrimidine ribonucleosides salvage I|PWY-7193|||0.5839873|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7193
GDP-mannose biosynthesis|PWY-5659|||0.5846642|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5659
ethanol degradation II|PWY66-21|Ethanol Degradation|Ethanol-Degradation|0.5847163|4.6666665|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-21
glutaryl-CoA degradation|PWY-5177|||0.5863896|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5177
L-serine biosynthesis|SERSYN-PWY|||0.5866667|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=SERSYN-PWY
dehydro-D-arabinono-1,4-lactone biosynthesis|PWY3O-6|||0.5866667|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-6
D-myo-inositol (1,4,5)-trisphosphate degradation|PWY-6363|||0.5866667|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6363
cellulose degradation II (fungi)|PWY-6788|Cellulose Degradation|Cellulose-Degradation|0.5866667|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6788
D-galactose degradation I (Leloir pathway)|PWY-6317|Galactose Degradation|GALACTOSE-DEGRADATION|0.6019718|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6317
L-isoleucine biosynthesis I (from threonine)|ILEUSYN-PWY|L-isoleucine Biosynthesis|ISOLEUCINE-SYN|0.6059426|1.7142857|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ILEUSYN-PWY
pyruvate fermentation to ethanol II|PWY-5486|pyruvate fermentation to ethanol|Pyruvate-Ethanol-Fermentation|0.60595405|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5486
sucrose degradation III (sucrose invertase)|PWY-621|Sucrose Degradation|SUCROSE-DEG|0.61261773|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-621
fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|PWY-6837|||0.61262774|1.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6837
coenzyme A biosynthesis I (prokaryotic)|COA-PWY|Coenzyme A Biosynthesis|CoA-Biosynthesis|0.61350375|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=COA-PWY
biotin biosynthesis from 8-amino-7-oxononanoate I|PWY0-1507|Biotin Biosynthesis|BIOTIN-SYN|0.6177129|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1507
pyrimidine deoxyribonucleotides de novo biosynthesis I|PWY-7184|Pyrimidine Deoxyribonucleotides De Novo Biosynthesis|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn|0.6208461|10.888889|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7184
